method,eqid,n_stations,n_observations,log_likelihood,fit_success,nearest_psd_used,min_eigenvalue_before_repair
GH08 semivariogram,137,369,3302,-2697287.6190783074,True,True,-1.4632283510775763
Pairwise empirical semivariogram,176,338,3036,-538031.1238257292,True,True,-18.638678170974543
GH08 semivariogram,176,338,3036,-1119937.410563371,True,True,-1.4802880432680243
Pairwise empirical semivariogram,279,331,2964,-1366422.3944731834,True,True,-15.317265417875172
GH08 semivariogram,279,331,2964,-1787568.748746653,True,True,-1.3554301640864548
Pairwise empirical semivariogram,174,306,2695,-109362.6261720712,True,True,-3.697123383803889
GH08 semivariogram,174,306,2695,-2391958.8615126875,True,True,-1.161967506589319
Pairwise empirical semivariogram,280,284,2556,-2495482.409164585,True,True,-6.493821339884788
GH08 semivariogram,280,284,2556,-3135299.160801316,True,True,-1.2027482174155084
Pairwise empirical semivariogram,171,280,2026,-40738.04894386124,True,True,-0.0118987011856897
GH08 semivariogram,171,280,2026,-1542030.41679218,True,True,-1.1124524397181843
Pairwise empirical semivariogram,175,280,2515,-621141.2940505184,True,True,-3.060123304498963
GH08 semivariogram,175,280,2515,-2080936.402905824,True,True,-1.12793657554607
Pairwise empirical semivariogram,1018,245,2060,-718708.8418653116,True,True,-5.576776990831068
GH08 semivariogram,1018,245,2060,-2585013.661923437,True,True,-1.0576998708972525
Pairwise empirical semivariogram,173,238,2135,-3502311.226478116,True,True,-1.9678087907012405
GH08 semivariogram,173,238,2135,-1484752.9215812746,True,True,-1.0001633916393562
Pairwise empirical semivariogram,172,238,2138,-65411.0777517489,True,True,-2.0727272689077143
GH08 semivariogram,172,238,2138,-1746220.8227156452,True,True,-1.028749480247395
Pairwise empirical semivariogram,1028,197,1520,-867962.5495999425,True,True,-1.71187122302427
GH08 semivariogram,1028,197,1520,-1586633.0980340317,True,True,-0.8282479312017774
Pairwise empirical semivariogram,1019,189,1585,-1885198.286295067,True,True,-3.6134413899022975
GH08 semivariogram,1019,189,1585,-1331076.5049968269,True,True,-0.7331461402346917
Pairwise empirical semivariogram,163,186,1513,-1201730.90382911,True,True,-2.8899620525518346
GH08 semivariogram,163,186,1513,-1150941.611821275,True,True,-0.8191223294935319
Pairwise empirical semivariogram,1002,184,1518,-90607.4769062468,True,True,-1.8665848383197945
GH08 semivariogram,1002,184,1518,-1225766.5112021808,True,True,-0.8043785033352915
Pairwise empirical semivariogram,1011,169,1374,-85211.99161672738,True,True,-0.0746163435032582
GH08 semivariogram,1011,169,1374,-2279437.3852185016,True,True,-0.6158271912537103
Pairwise empirical semivariogram,1045,161,1250,-4372191.293607218,True,True,-0.5878249464826253
GH08 semivariogram,1045,161,1250,-1247194.8812579557,True,True,-0.6458840195785633
Pairwise empirical semivariogram,1001,155,1227,-472445.3303702356,True,True,-0.809170437307978
GH08 semivariogram,1001,155,1227,-757295.0870876606,True,True,-0.6026871761992811
Pairwise empirical semivariogram,1221,154,1126,-2677.369070961327,True,True,-0.0582698057455332
GH08 semivariogram,1221,154,1126,-1133311.4381226085,True,True,-0.6201982111753288
Pairwise empirical semivariogram,127,147,1211,-119214.3356388246,True,True,-0.2123417463072918
GH08 semivariogram,127,147,1211,-1108606.9800093845,True,True,-0.6272815522015519
Pairwise empirical semivariogram,1014,139,1236,-1327743.6731564351,True,True,-4.836310021339947
GH08 semivariogram,1014,139,1236,-331011.20128676767,True,True,-0.577615736824244
Pairwise empirical semivariogram,1021,138,1037,-6028.868069048693,True,True,-0.0273417927748041
GH08 semivariogram,1021,138,1037,-562492.4876239147,True,True,-0.5655471279304752
Pairwise empirical semivariogram,1051,134,977,-1798055.3002175002,True,True,-0.1504729705852689
GH08 semivariogram,1051,134,977,-642009.6167836336,True,True,-0.5229044188063128
Pairwise empirical semivariogram,1003,126,1043,-1045696.8660731132,True,True,-2.1034462780252454
GH08 semivariogram,1003,126,1043,-239234.0239070255,True,True,-0.5256099609990651
Pairwise empirical semivariogram,1012,126,1125,-1000375.8120083014,True,True,-4.39139798795083
GH08 semivariogram,1012,126,1125,-379906.87172845023,True,True,-0.5010820546272039
Pairwise empirical semivariogram,179,125,1081,-1149294.8732821525,True,True,-0.6768905825550291
GH08 semivariogram,179,125,1081,-2991622.047998762,True,True,-0.2931590888447266
Pairwise empirical semivariogram,158,125,1122,-261347.0046077351,True,True,-1.150357786712778
GH08 semivariogram,158,125,1122,-300451.3866424801,True,True,-0.4905549751105987
Pairwise empirical semivariogram,1015,122,1064,-520901.2003508248,True,True,-3.3220042624312405
GH08 semivariogram,1015,122,1064,-372258.7642141904,True,True,-0.4943296743535283
Pairwise empirical semivariogram,1101,119,831,-367.7763428011484,True,False,0.0024932374053589
GH08 semivariogram,1101,119,831,-579671.6158369331,True,True,-0.4872444643270071
Pairwise empirical semivariogram,1016,118,1052,-454070.6115504267,True,True,-4.194316062510662
GH08 semivariogram,1016,118,1052,-179357.67119173225,True,True,-0.4836014332499656
Pairwise empirical semivariogram,167,118,879,-480.2700858376014,True,True,-0.1265121247739617
GH08 semivariogram,167,118,879,-1141014.0526467592,True,True,-0.4130381188248213
Pairwise empirical semivariogram,1006,118,1025,-734394.987589409,True,True,-3.630730592215049
GH08 semivariogram,1006,118,1025,-70921.2107149499,True,True,-0.4771365012761857
Pairwise empirical semivariogram,1125,117,788,-281.74916506971323,True,False,0.0024924516614599
GH08 semivariogram,1125,117,788,-928162.9351771292,True,True,-0.4455697933965671
Pairwise empirical semivariogram,1060,112,832,-290820.4175902013,True,True,-0.0271861066665934
GH08 semivariogram,1060,112,832,-681345.3631864637,True,True,-0.4412860002328225
Pairwise empirical semivariogram,1138,111,750,-283.21854139985567,True,False,0.0025322774993872
GH08 semivariogram,1138,111,750,-496952.7986847751,True,True,-0.4539910477849418
Pairwise empirical semivariogram,1023,110,826,-6370675.180673001,True,True,-0.12940479214331
GH08 semivariogram,1023,110,826,-398056.1788125448,True,True,-0.429857941243791
Pairwise empirical semivariogram,1050,109,810,-74736.9563083922,True,True,-0.0282585704042372
GH08 semivariogram,1050,109,810,-378038.54648157145,True,True,-0.4289976782370055
Pairwise empirical semivariogram,1007,107,929,-939235.6330239748,True,True,-1.8021529637538616
GH08 semivariogram,1007,107,929,-401392.3297470104,True,True,-0.4563534628189205
Pairwise empirical semivariogram,113,106,808,-480.15782156504906,True,False,0.000530639190362
GH08 semivariogram,113,106,808,-1097181.0287421884,True,True,-0.4242238718774721
Pairwise empirical semivariogram,1066,106,935,-348159.78909342433,True,True,-3.11865676825172
GH08 semivariogram,1066,106,935,-114276.0746908565,True,True,-0.4341884462774891
Pairwise empirical semivariogram,1035,105,789,-1410.65197138794,True,True,-0.0469501111027065
GH08 semivariogram,1035,105,789,-926445.4015392498,True,True,-0.3988141101389834
Pairwise empirical semivariogram,1059,104,768,-599441.4430924896,True,True,-0.0203656154429985
GH08 semivariogram,1059,104,768,-417437.5530153188,True,True,-0.3891172806738792
Pairwise empirical semivariogram,1170,104,686,-437.2972869984143,True,False,0.0024910176907263
GH08 semivariogram,1170,104,686,-926900.6160563744,True,True,-0.4267851541175678
Pairwise empirical semivariogram,1046,101,751,-286.5381770218217,True,False,0.0003263322646444
GH08 semivariogram,1046,101,751,-567531.0047515695,True,True,-0.4152339696675754
Pairwise empirical semivariogram,1079,100,697,-351.4882132992987,True,False,0.0028235388807511
GH08 semivariogram,1079,100,697,-303174.2696196616,True,True,-0.4041884852809177
Pairwise empirical semivariogram,1008,97,762,-11110.03605475518,True,True,-0.0338308997907104
GH08 semivariogram,1008,97,762,-145452.3570731194,True,True,-0.3738822583537181
Pairwise empirical semivariogram,1096,96,664,-294.7589455311805,True,False,0.0024963487667221
GH08 semivariogram,1096,96,664,-550702.6524749771,True,True,-0.3769984454801433
Pairwise empirical semivariogram,1064,95,829,-919438.2252539868,True,True,-2.9382492194190952
GH08 semivariogram,1064,95,829,-131014.56226859266,True,True,-0.3844975536549865
Pairwise empirical semivariogram,1130,93,617,-319.3977759321582,True,False,0.0028378510069373
GH08 semivariogram,1130,93,617,-490292.4524381751,True,True,-0.3720162692063411
Pairwise empirical semivariogram,1038,89,788,-973174.250095835,True,True,-2.593429757979912
GH08 semivariogram,1038,89,788,-180952.27835040705,True,True,-0.3628592258948678
Pairwise empirical semivariogram,1070,88,611,-262.01157843604875,True,False,0.0028451585457686
GH08 semivariogram,1070,88,611,-305161.0959169707,True,True,-0.3606170460045439
Pairwise empirical semivariogram,1098,88,613,-234.85122869334376,True,False,0.0027976264234683
GH08 semivariogram,1098,88,613,-362991.30940005777,True,True,-0.3358721848390724
Pairwise empirical semivariogram,1069,87,601,-274.5435576898574,True,False,0.0027283111774612
GH08 semivariogram,1069,87,601,-396954.4401116125,True,True,-0.3431313530878392
Pairwise empirical semivariogram,1025,86,650,-52154.77225664846,True,True,-0.0465271535970271
GH08 semivariogram,1025,86,650,-194175.2985848856,True,True,-0.337558055505274
Pairwise empirical semivariogram,1075,86,715,-350393.20056214166,True,True,-1.7869364453365706
GH08 semivariogram,1075,86,715,-54556.36513950154,True,True,-0.3501496692401517
Pairwise empirical semivariogram,1020,85,594,-372.7166960381399,True,False,0.0031850369191475
GH08 semivariogram,1020,85,594,-128850.360426025,True,True,-0.335284232629091
Pairwise empirical semivariogram,170,85,741,-494561.8976277617,True,True,-1.0887589452319646
GH08 semivariogram,170,85,741,-381525.8008896961,True,True,-0.2905693594098176
Pairwise empirical semivariogram,1108,85,590,-698.3780479717647,True,False,0.0004811743745424
GH08 semivariogram,1108,85,590,-531015.6997633968,True,True,-0.3385836182985576
Pairwise empirical semivariogram,1113,85,593,-404.1012677186317,True,False,0.0021750350620855
GH08 semivariogram,1113,85,593,-929612.8804896718,True,True,-0.3201592723840686
Pairwise empirical semivariogram,1152,84,587,-327.21427336281573,True,False,0.0004811752038122
GH08 semivariogram,1152,84,587,-366796.2743716616,True,True,-0.3561513041166424
Pairwise empirical semivariogram,1022,84,634,-199.45087505093508,True,False,0.0001423064903245
GH08 semivariogram,1022,84,634,-137403.4878799047,True,True,-0.3437750112191011
Pairwise empirical semivariogram,1186,83,636,-37122.34215143185,True,True,-0.7976725551560633
GH08 semivariogram,1186,83,636,-74832.24364982112,True,True,-0.2887697085668502
Pairwise empirical semivariogram,1031,82,678,-43581.86990588992,True,True,-0.2065529231034608
GH08 semivariogram,1031,82,678,-112464.69534237275,True,True,-0.3261528027743934
Pairwise empirical semivariogram,1140,80,548,-422.5769585635013,True,False,0.0029200402882633
GH08 semivariogram,1140,80,548,-124479.3390756348,True,True,-0.3360639499993165
Pairwise empirical semivariogram,1137,77,527,-254.39136816676145,True,False,0.0025183451738231
GH08 semivariogram,1137,77,527,-353097.4535664121,True,True,-0.3014053509952197
Pairwise empirical semivariogram,1123,77,514,-290.33058479114675,True,False,0.0010925531788317
GH08 semivariogram,1123,77,514,-259762.2617398251,True,True,-0.3110579928522305
Pairwise empirical semivariogram,125,76,672,-11665.372609128872,True,True,-0.2434445769738907
GH08 semivariogram,125,76,672,-121875.56194815564,True,True,-0.2465069968879492
Pairwise empirical semivariogram,1032,76,575,-1043634.3650723482,True,True,-0.0945396483965873
GH08 semivariogram,1032,76,575,-311892.1357198349,True,True,-0.2696671745937329
Pairwise empirical semivariogram,281,76,673,-3867510.010980541,True,True,-1.6712297804667102
GH08 semivariogram,281,76,673,-290469.66920571536,True,True,-0.2136105167313343
Pairwise empirical semivariogram,346,76,666,-2769349.660084154,True,True,-1.0793627255885254
GH08 semivariogram,346,76,666,-699978.4672971278,True,True,-0.2495326394307027
Pairwise empirical semivariogram,1044,74,518,-244.3459903466427,True,False,0.0032128047660066
GH08 semivariogram,1044,74,518,-106914.5891023068,True,True,-0.2929755355463989
Pairwise empirical semivariogram,1128,74,625,-1944915.0877529453,True,True,-0.5176003279269157
GH08 semivariogram,1128,74,625,-125137.13556574524,True,True,-0.3114383873993518
Pairwise empirical semivariogram,1043,73,511,-152.6554807296121,True,False,0.0027057777297184
GH08 semivariogram,1043,73,511,-112457.27186733276,True,True,-0.2819608747738614
Pairwise empirical semivariogram,1095,71,496,-262.8473040714835,True,False,0.0037058966307257
GH08 semivariogram,1095,71,496,-138714.76847244945,True,True,-0.2811863396681046
Pairwise empirical semivariogram,1030,70,529,-174.1577842265873,True,False,0.0025678386076089
GH08 semivariogram,1030,70,529,-201157.8943938143,True,True,-0.2671547210452657
Pairwise empirical semivariogram,1054,70,490,-263.38927342640727,True,False,0.0035671609906673
GH08 semivariogram,1054,70,490,-67722.20916583537,True,True,-0.2852247194663202
Pairwise empirical semivariogram,118,70,613,-97055.56589178312,True,True,-0.0353069029121735
GH08 semivariogram,118,70,613,-682762.6343753985,True,True,-0.2429400037268943
Pairwise empirical semivariogram,114,69,479,-179.38912460132477,True,False,0.0029551786139881
GH08 semivariogram,114,69,479,-442922.9778824285,True,True,-0.2498457623765951
Pairwise empirical semivariogram,1103,69,481,-426.310529822014,True,False,0.0004811741160972
GH08 semivariogram,1103,69,481,-231830.20184699396,True,True,-0.281730312988423
Pairwise empirical semivariogram,1160,68,467,-228.03014680672575,True,False,0.0031180384910305
GH08 semivariogram,1160,68,467,-230840.11147468747,True,True,-0.2330095302603176
Pairwise empirical semivariogram,1086,68,525,-13146.98313458961,True,True,-0.2542765207968674
GH08 semivariogram,1086,68,525,-213704.8839676864,True,True,-0.2590233358223424
Pairwise empirical semivariogram,1049,67,467,-229.41279622435752,True,False,0.0020694213058624
GH08 semivariogram,1049,67,467,-202219.0564239521,True,True,-0.270035798922116
Pairwise empirical semivariogram,1094,66,462,-238.28684392472405,True,False,0.0044886660779133
GH08 semivariogram,1094,66,462,-25836.61567192579,True,True,-0.2258904684092682
Pairwise empirical semivariogram,177,65,581,-1409294.9993554044,True,True,-0.4803018417270948
GH08 semivariogram,177,65,581,-108452.18214716206,True,True,-0.1610459199295444
Pairwise empirical semivariogram,1076,65,503,-334513.646554997,True,True,-0.4282792426084817
GH08 semivariogram,1076,65,503,-48399.42346613906,True,True,-0.237684438019271
Pairwise empirical semivariogram,1135,65,446,-250.42605364345715,True,False,0.0032639198517862
GH08 semivariogram,1135,65,446,-264810.33136113506,True,True,-0.2397294017893591
Pairwise empirical semivariogram,1132,63,439,-316.4463938763372,True,False,0.0030908109475077
GH08 semivariogram,1132,63,439,-126118.72707569612,True,True,-0.2615327209643076
Pairwise empirical semivariogram,1178,62,434,-246.5793063942141,True,False,0.0049725909326794
GH08 semivariogram,1178,62,434,-84267.07341044511,True,True,-0.1892524565269474
Pairwise empirical semivariogram,1062,62,481,-2469.585812055928,True,True,-0.1700450980470654
GH08 semivariogram,1062,62,481,-68594.61584545654,True,True,-0.2460495490479479
Pairwise empirical semivariogram,1110,61,426,-314.6072344169028,True,False,0.0039677747821025
GH08 semivariogram,1110,61,426,-594286.5299331254,True,True,-0.2511731422457636
Pairwise empirical semivariogram,1013,61,425,-198.3276814460482,True,False,0.0037023584263824
GH08 semivariogram,1013,61,425,-108722.648201546,True,True,-0.1578256844460377
Pairwise empirical semivariogram,1154,60,410,-292.6253819190847,True,False,0.0004811744620141
GH08 semivariogram,1154,60,410,-61999.91434674713,True,True,-0.244158306269681
Pairwise empirical semivariogram,1134,60,417,-321.82209127639595,True,False,0.0022413607228204
GH08 semivariogram,1134,60,417,-212801.39060138943,True,True,-0.2299303979162456
Pairwise empirical semivariogram,1052,60,463,-132304.23242847616,True,True,-0.0221409197024297
GH08 semivariogram,1052,60,463,-850038.2825858945,True,True,-0.2396354142046843
Pairwise empirical semivariogram,151,59,349,-118.45911052018414,True,False,0.0010777009463355
GH08 semivariogram,151,59,349,-471920.6287032236,True,True,-0.2004416883868119
Pairwise empirical semivariogram,1146,58,404,-354.44899930909054,True,False,0.0041925031063498
GH08 semivariogram,1146,58,404,-171094.55763732336,True,True,-0.2351704349815759
Pairwise empirical semivariogram,1097,56,385,-173.91733903821464,True,False,0.0032162061046152
GH08 semivariogram,1097,56,385,-157671.22858728192,True,True,-0.1901511348922649
Pairwise empirical semivariogram,1081,55,379,-281.35773601477285,True,False,0.0032044215692511
GH08 semivariogram,1081,55,379,-112770.55679370552,True,True,-0.1537430293303894
Pairwise empirical semivariogram,1085,54,422,-105266.67776896856,True,True,-0.0811757006750291
GH08 semivariogram,1085,54,422,-35567.72313392177,True,True,-0.2226685626346462
Pairwise empirical semivariogram,1068,53,475,-154994.87657423242,True,True,-0.8421112469935763
GH08 semivariogram,1068,53,475,-23090.359722371508,True,True,-0.2041131672909485
Pairwise empirical semivariogram,1139,52,364,-376.0635995071635,True,False,0.0004811744327423
GH08 semivariogram,1139,52,364,-170895.5230392936,True,True,-0.2026425195674572
Pairwise empirical semivariogram,1033,51,357,-145.13993048418928,True,False,0.0019722093587017
GH08 semivariogram,1033,51,357,-302142.8366756641,True,True,-0.1947441135601719
Pairwise empirical semivariogram,1089,50,349,-375.8212226398634,True,False,0.0042043872459723
GH08 semivariogram,1089,50,349,-57675.31270205599,True,True,-0.1899788979143682
Pairwise empirical semivariogram,1264,50,347,-412.9584040732845,True,False,0.0004811744697258
GH08 semivariogram,1264,50,347,-224180.18873153036,True,True,-0.202840260002355
Pairwise empirical semivariogram,1131,50,340,-318.6155268555206,True,False,0.0004811752676589
GH08 semivariogram,1131,50,340,-27486.3428114424,True,True,-0.2081864616600861
Pairwise empirical semivariogram,1053,50,350,-136.6975370125156,True,False,0.0051535962133333
GH08 semivariogram,1053,50,350,-17499.934308761407,True,True,-0.1463351508941783
Pairwise empirical semivariogram,1034,50,350,-207.57396495475524,True,False,0.0044051848541365
GH08 semivariogram,1034,50,350,-61325.04764435824,True,True,-0.1714492093623553
Pairwise empirical semivariogram,1190,49,343,-139.90128340376117,True,False,0.0053237748114452
GH08 semivariogram,1190,49,343,-97759.81930083576,True,True,-0.1300534136005207
Pairwise empirical semivariogram,1163,49,341,-213.52214978701684,True,False,0.0004835924908262
GH08 semivariogram,1163,49,341,-48805.70127995777,True,True,-0.1877428975983854
Pairwise empirical semivariogram,1099,48,333,-180.15416255699847,True,False,0.0032134938893888
GH08 semivariogram,1099,48,333,-46541.0022473095,True,True,-0.1626067254926408
Pairwise empirical semivariogram,1124,48,287,-130.06693815038622,True,False,0.0029627404433391
GH08 semivariogram,1124,48,287,-197250.5264807211,True,True,-0.1747725433195092
Pairwise empirical semivariogram,1161,48,285,-153.47733955600592,True,False,0.0037230249205735
GH08 semivariogram,1161,48,285,-65343.71588468806,True,True,-0.1532681165528124
Pairwise empirical semivariogram,274,47,421,-352301.7166337623,True,True,-0.2539736395831533
GH08 semivariogram,274,47,421,-480118.725571612,True,True,-0.1475961131138115
Pairwise empirical semivariogram,1027,47,329,-163.37341489903542,True,False,0.0044115074006503
GH08 semivariogram,1027,47,329,-39756.4244435027,True,True,-0.1601279837007032
Pairwise empirical semivariogram,1100,47,329,-128.88249725910805,True,False,0.0018097370610291
GH08 semivariogram,1100,47,329,-102533.2136547432,True,True,-0.1435168042861412
Pairwise empirical semivariogram,1048,46,322,-175.86571541638213,True,False,0.0052223054585665
GH08 semivariogram,1048,46,322,-28270.6180965937,True,True,-0.1386431301516234
Pairwise empirical semivariogram,126,45,315,-237.6678800709917,True,False,0.0033440537877195
GH08 semivariogram,126,45,315,-173955.64580991832,True,True,-0.1657838830531687
Pairwise empirical semivariogram,1107,44,307,-263.0752826334336,True,False,0.0004811753377742
GH08 semivariogram,1107,44,307,-173272.0555670566,True,True,-0.1667080642116095
Pairwise empirical semivariogram,1118,44,308,-243.3450030097396,True,False,0.005090346051297
GH08 semivariogram,1118,44,308,-49921.62493301831,True,True,-0.1515580694199472
Pairwise empirical semivariogram,1166,43,299,-144.946888479305,True,False,0.0035068891804233
GH08 semivariogram,1166,43,299,-180876.1146926916,True,True,-0.1700603281382531
Pairwise empirical semivariogram,1042,43,301,-163.83724199019238,True,False,0.0044637707351728
GH08 semivariogram,1042,43,301,-13630.549234633398,True,True,-0.1458125611238006
Pairwise empirical semivariogram,1216,43,257,-150.2623409170069,True,False,0.0037066808682681
GH08 semivariogram,1216,43,257,-229876.07620991845,True,True,-0.1521132539270765
Pairwise empirical semivariogram,1091,43,299,-221.05896028380667,True,False,0.0048973943348155
GH08 semivariogram,1091,43,299,-29311.6037078401,True,True,-0.164531223619901
Pairwise empirical semivariogram,1061,43,301,-176.3764695511626,True,False,0.0044012269577765
GH08 semivariogram,1061,43,301,-9228.772599097923,True,True,-0.1449410242446246
Pairwise empirical semivariogram,76,42,336,-126.95667519581798,True,False,0.0022246257657623
GH08 semivariogram,76,42,336,-219787.8005454624,True,True,-0.0840186029470829
Pairwise empirical semivariogram,1156,42,292,-271.58099742202694,True,False,0.0042045425587319
GH08 semivariogram,1156,42,292,-232716.7598851328,True,True,-0.1666596811519098
Pairwise empirical semivariogram,1151,42,294,-223.27255294787,True,False,0.0047011516449865
GH08 semivariogram,1151,42,294,-58000.79288238447,True,True,-0.1463155641596759
Pairwise empirical semivariogram,1145,42,293,-176.14133295943458,True,False,0.004204946115017
GH08 semivariogram,1145,42,293,-74357.65555848919,True,True,-0.1592045200495955
Pairwise empirical semivariogram,1065,42,294,-213.09228297053585,True,False,0.0044363158523089
GH08 semivariogram,1065,42,294,-9397.897150283354,True,True,-0.1613521621479597
Pairwise empirical semivariogram,30,41,287,-166.46373443762397,True,False,0.0036252110171048
GH08 semivariogram,30,41,287,-15346.67834901443,True,True,-0.1287807540839871
Pairwise empirical semivariogram,161,41,287,-117.50992059306895,True,False,0.0018343504298192
GH08 semivariogram,161,41,287,-191541.1828043763,True,True,-0.1314145702355587
Pairwise empirical semivariogram,1215,41,245,-251.59085330664155,True,False,0.0036365718695789
GH08 semivariogram,1215,41,245,-205890.51726029653,True,True,-0.1469122126811012
Pairwise empirical semivariogram,1087,40,240,-52.9066799495421,True,False,0.0010983744574948
GH08 semivariogram,1087,40,240,-10133.3815387734,True,True,-0.1345715168142735
